,,,,,,,,,,
Stack Overflow Discussions,,,,,,,,,,
Id,OwnerUserId,CreationDate,Tags,AnswerCount,CommentCount,FavoriteCount,ViewCount,Score,Title,Body
27762014,3233595,2015-01-04 3:18:06,<uml><constraints><ocl><mda>,1,0,0,304,1,OCL Stereotype Constraint: Any association that is coloured all connected classes have the same colour,"<p>Quite new to OCL, thanks for the help.</p>

<p>So I have a profile with the stereotypes as shown:</p>

<p><img src=""https://i.stack.imgur.com/iCfuH.png"" alt=""Profile""></p>

<p>Can someone tell me how to write an invariant constraint that says any association that is Coloured means that all connected classes must have the same colour value in their colour property?</p>

<p>I had this so far:</p>

<pre><code>Context UML::InfrastructureLibrary::Core::Constructs::Association
inv: Association.allInstances() -&gt; forAll(a:Association|a.oclIsTypeOf(Coloured) implies 
    a.associatedElement.colour = a.colour)
</code></pre>

<p>Pretty sure this is wrong because a.associatedElement does not exist.. but I do not understand how to access this 'all connected classes' or what that means. Perhaps I need something like </p>

<p><code>a.[association].colour</code> ?</p>

<p>Thanks</p>
"
26303001,2947716,2014-10-10 15:34:21,<uml><bpmn><mda><andromda>,1,1,0,752,1,Generate code from Business Process Model and Notation (BPMN) with androMDA,"<p>I know that AndroMDA generate code from UML model,</p>

<p>my question is:
it is possible to generate code from BPMN model (Business Process Model and Notation) with androMDA (i.e create a new cartridge which support BPMN)?</p>
"
24462670,401828,2014-06-28 1:10:03,<c#><python><architecture><domain-model><mda>,1,0,0,118,1,Implement same domain model in Python and C# - What should be the same and what should vary?,"<p>I am, as a hobby and best-practice exercise, to implement the same domain model (a simple GPS / GIS library, inspired in ISO 191xx stardards and OGC Abstract Model) both in Python and C#.</p>

<p>It first, I tought: ""well, ISO/OGC gave me a finished UML, so I will have each class in C# and in Python to have the same signature"".</p>

<p>I quickly found myself stuck in the ""strict/static vs duck typing"" problem, since I cannot count on method signatures in python. For example:</p>

<ul>
<li>Overloading constructors is quite common and natural in C#, but in Python you have to resort to <code>*args **kwargs</code> and conditionals;</li>
<li>Properties are encouraged in C#, but most source code I have seen around in Python tend to set the fields directly, although the use of <code>@property</code> or <code>property()</code> is quite straightforward.</li>
<li>(and so on).</li>
</ul>

<p>Actually there is (obviously) an obvious and very well documented ""difference in mindsets"" between one language and the other, and I would like to respect those differences while at the same time ending up with ""the same"" application, that is, equivalent domain model, architecture and functionality.</p>

<p>So my question basically is:</p>

<blockquote>
  <p>If I am to implement the same abstract model (""UML-like"") in Python and C#, how should I proceed, and specifically, which constructs should be invariant, and which should be different?</p>
</blockquote>
"
24251927,1375882,2014-06-16 20:46:34,<ide><oracle-adf><jdeveloper><model-driven><model-driven-development>,1,0,0,708,0,How to programmatically create Oracle ADF Essentials components - API for ADF and JDeveloper,"<p>Some prominent IDE's have API that let developers create modules (IDE plugins, extensions) that interact with editors and other IDE components. E.g. Embarcadero Delphi has Open Tools API, that allows developers to create (and integrate into Delphi IDE) modules that programmatically creates forms, places components on them, writes code inside files and so on. These are great features because they let developers to integrate those frameworks (VCL, ADF and so on) into Model Driven Development (MDD) workflows (be it commercially provided or custom made by team of developers).</p>

<p>The question is - have JDeveloper such features - to create modules programmatically. E.g. one can imagine the workflow where UML class diagram is created by some third party tool. Is it possible to write some MDD transformation module (as JDeveloper plugin) that programmtically generates required ADF business components and web forms?</p>

<p>Certainly business components and forms can be created manually but does Oracle ADF or JDeveloper expose some API that could let create those components and forms programmtically without interaction with users. All the input data can be provided as XML file (that is output from UML designer or some other tool).</p>

<p>As far as I know there is JDeveloper Extensions but in Oracle forums I have received answers that JDeveloper Extensions are not intended for such a use.</p>

<p>I guess that ADF Essentials is becoming quite popular and there should be some interest to integrate ADF Essentials into MDD workflows. Maybe there are some hidden JDeveloper Extensions features or maybe even separate open source projects that already enable such integration.</p>

<p>Certainly, ADF business components and forms are usual code (XML, Java) files and the process to generate them can be reverse-engineered. Maybe there are some ongoing efforts to do that? I could contribute to them and not to start new project from scratch.</p>

<p>JDeveloper itself has some MDD features but I am not sure if these are rich and flexible enough.</p>
"
24180107,3679797,2014-06-12 8:49:40,<mde><qvt>,1,0,0,313,0,what's the difference between QVTo and QVTr transformation?,"<p>I want to do a model to model transformation, from a model based on Java metamodel to a model based on C++ metamodel.
I did some research and I found that QVT allow a bidirectional transformation but there is two types of QVT and I don't understand the difference between them, who is the more suitable for my project QVTo or QVTr ?</p>
"
24055973,3679797,2014-06-05 9:05:41,<model-driven-development><mde>,1,0,1,699,2,Choosing between ATL and QVT for model to model transformation,"<p>I want to transform a model (in XMI format) based on the JaMoPP Java 5 metamodel to another model (also in XMI format) based on a basic C++ metamodel that I created using Xtext. After some research, I found two tools for Model To Model transformations: ATL and QVT.</p>

<p>What are the main differences between the two and what are some reasons to use either one instead of the other?</p>
"
23413096,3593528,2014-05-01 17:32:51,<generator><opendaylight><model-driven><ietf-netmod-yang>,2,0,1,4274,1,Use YANG Tools as a Java code generator for MD-SAL in Opendaylight,"<p>Recently I study the API definition for Opendaylight. </p>

<p>As we know, YANG is a modeling language for NETCONF. However, Opendaylight uses it as a Java code generator for MD-SAL. </p>

<p>So I am wondering :</p>

<ol>
<li><p>How does YANG Tool help generate Java code for MD-SAL? </p></li>
<li><p>Do you have some YANG code generator tutorials?</p></li>
</ol>

<p>Thanks.</p>
"
22845028,3488996,2014-04-03 17:39:03,<eclipse><emf><mda><ecore>,1,0,0,843,1,Defining my own datatypes within my own metamodel using EMF Ecore,"<p>I was wondering how can I define my own datatypes within a metamodel created using EMF Ecore ?</p>

<p>The goal is to have a class that may contain many attribute. Each attribute has one Datatype.</p>

<p>The problem I am facing now is when I want to set the attribute datatype [in a model which is conforme to my metamodel ] in the Property View (Eclipse EMF), I get an empty list.</p>

<p>I want something similar to when adding an EAttribute , you get the choice between different Etype (EString, EBoolean,...).</p>

<p>I appreciate any help.</p>

<p>Thank you.</p>
"
18824049,1221966,2013-09-16 8:58:19,<java><enterprise-architect><mda>,2,0,0,318,0,Enterprise Architect - MDA converst Map to List,"<p>I am using EA for creation of PIM. When I generate java code directly I am getting correct data type where I want - Map where I set qualifiers on association properties which as I understand meas that it is going to be a map. And that works as expected. Hovewer when I do the MDA transformation and generete code - properties are conveted to List (which is bad) bug setters and getters method keep using Map as in the following example:</p>

<pre><code>public class Check {

private List&lt; Comp&gt; comps;
private List&lt; Gratuity&gt; gratuities;

public Check(){

}

public Map&lt;String, Comp&gt; getcomps(){
    return comps;
}

public Map&lt;String, Gratuity&gt; getgratuities(){
    return gratuities;
}
</code></pre>

<p>I am using default transformation package for Java. I tried to add following line to Java transformation for connector is source section </p>

<pre><code>%connectorType%
%PI=""\n  ""%
{
%TRANSFORM_CURRENT()%
%TRANSFORM_REFERENCE(""Connector"",connectorGUID)%
Source
{
%TRANSFORM_REFERENCE(""Class"",connectorSourceElemGUID)%
access=%qt%%connectorSourceAccess == ""Public"" ? ""Private"" : value%%qt%
qualifier=%connectorSourceQualifier%
%TRANSFORM_CURRENT(""Source"",""access"")% 
}
Target
{
%TRANSFORM_REFERENCE(""Class"",connectorDestElemGUID)%
access=%qt%%connectorDestAccess == ""Public"" ? ""Private"" : value%%qt%
%TRANSFORM_CURRENT(""Target"",""access"")%
%PI=""\n""%
}
}
</code></pre>

<p>but that doesn't seem to help</p>
"
17085426,1069981,2013-06-13 11:01:48,<ios><modeling><eclipse-emf-ecore><model-driven-development><xpand>,1,0,0,261,0,Eclipse Modeling Framework and XPAND - How to create iOS metamodel?,"<p>I want to define a model driven approach with Eclipse Modeling Framework (EMF) and XPAND. Therefore I want to define a platform specific metamodel (PSM) with Ecore and write XPAND templates for code generation for the iOS platform. <br>
My question is:<br>
Is it possible to define such a PSM for the iOS platform in EMF? Because iOS or other platforms have own data types. I can also define data types with <code>EDataType</code> but they have to be related to the JAVA data types or? <br>
Anyone has an advice?</p>

<p>Thanks</p>
"
16638131,2399437,2013-05-19 18:38:51,<code-generation><reusability><eclipse-emf><eclipse-emf-ecore><mda>,2,0,0,64,0,Reusing Ecore model componets,"<p>is there a way to reuse EMF-Ecore model components in another Ecore model?</p>
"
15966601,2405757,2013-04-12 8:31:38,<eclipse-emf><ecore><mdd><xcore>,1,0,1,1108,4,How to export Xcore to Ecore?,"<p>Defining metamodels with Xcore is a lot easier than with EMF and Ecore. The problem is that I need the metamodels as Ecore files. Is it possible to export Xcore model to Ecore model? I don't see any export options in Eclipse.</p>
"
15699822,2172937,2013-03-29 8:29:39,<class><uml><metamodel><mda><eclipse-atl>,3,1,1,2679,1,UML class diagram metamodel,"<p>Where can I find a simplified class diagram metamodel ?
It's for a ATL ATLAS Transformation Language project, I need to transform a entity class diagram to SQL database.
thank you .</p>
"
15108717,1731654,2013-02-27 9:39:55,<c#><enterprise-architect><mda>,1,0,1,276,1,Is it possible to perform an MDA Transformation via C#,"<p>I'm using the Enterprise Architect 10.0.1006 to create ""Platform Specific Models"" (PSM) from an ""Platform Independent Model"" (PIM). The PIM is an common codel which declares datatypes with a generic description. You can transform this common model to a specific Model (Java, C++, Php and so on). </p>

<p>But to do so, I have to open the project and perform the ""Transform Current Package"" Tab on every package I want to transform.</p>

<p>It works well but I want to know, if it's possible to write an automatic script in C# to perform this Task. 
There is a COM to change nearly everything in your projectbrowser. I can access every diagram, element or package through this COM. But I didn't find any method to transform the model.</p>

<p>My Question is: <strong>Can I execute this tranfsormation with an automated script using C#?</strong></p>
"
12911489,752129,2012-10-16 9:25:34,<eclipse><mda><emf>,2,0,0,494,1,Developing Applications using Eclipse Modelling Framework,"<p>I'm looking for an MDA (Model Driven Architecture) tools available. I have started with EMF(Eclipse Modelling Framework).</p>

<p>It's look fine for generating core classes. </p>

<p>How it will be helpful to generate one end to end application?</p>

<pre><code>To generate UI elements (JSP/JSF/so on...)
To generate Entities and ORM's
To generate EJB's/Web Services 
</code></pre>

<p>Is there extensive modelling has provided in EMF to achieve these requirements?</p>

<p>or any other tools are available to capture an end to end applications in modelling and drive the same to development ?</p>
"
12431413,541106,2012-09-14 20:17:34,<eclipse><dsl><xtext><mda>,1,1,0,1156,3,XText multiple file extensions,"<p>I'd like to define a language with different elements that shall be contained into different kind of files though linked (i.e. similarly to C++ with .cpp and .h files).
Is grammar mixin the right way to do that? If so how should I proceed?</p>
"
12069894,265195,2012-08-22 9:16:45,<eclipse><mde><eclipse-atl>,1,0,0,90,1,Invoke ATL model transformation in MWE2,"<p>Is it possible to invoke an ATL model transformation within an MWE2 workflow?</p>
"
11753821,541106,2012-08-01 6:38:46,<eclipse-emf><acceleo><mda>,1,0,0,178,1,running ACCELEO from ACCELEO on the DSL contained in model elements,"<p>I have a UML activity with OpaqueActions containing a DSL. The DSL grammar is expressed by means of XText thus there is an EMF ECORE model and editor for it. I have an ACCELEO M2T transformation transforming UML activities in text and I'd like to trigger (from such transformation) another transformation (from the DSL meta-model to text) providing as input the DSL containing in the opaque actions of the activity. Is there any way to easily do that?</p>
"
11668907,1127860,2012-07-26 12:05:01,<eclipse-emf><model-driven-development>,1,0,0,427,0,How to generate Java-code from model of EMF,"<p>I created a model with EMF and generated an Eclipse plugin for this model.
In the plugin I can now define an instance of that model. But now I want do generate Java-code from this instance. How can I do this?</p>
"
11668563,1127860,2012-07-26 11:45:01,<dsl><eclipse-emf><mda><model-driven-development>,2,1,0,715,2,How to use EMF with an own meta-model,"<p>my goal is to create a meta-model for a model but one level higher than by default with EMF.
The meta-model(2) should define the possibilities and restrictions for the possible modles(1).
Then I want to generate Java-code of this model.</p>

<p>2 meta-model
1 model
0 Java-code</p>

<p>So the model(1) is a kind of DSL and the meta-model is the definition of that DSL.</p>

<p>How can I do this. Is it possible with EMF or is there any other plugin from the Eclipse Modeling Project?</p>

<p>Im searching for some functionality like in this tool: <a href=""http://www.actifsource.com/"" rel=""nofollow"">http://www.actifsource.com/</a> but without specifying an extra generator template.</p>
"
11376162,541106,2012-07-07 15:16:39,<eclipse><acceleo><mda><emf>,1,0,0,1036,0,ACCELEO: creating file in path depending on the model structure,"<p>In an Acceleo Model to Text transformation I would like to create a file for a UML class coherent with the packages of containing the class (the class namespace in the UML model).
The problem I am facing is that I have to do that in line as the [file] command requires it so I am trying something like this</p>

<pre><code>[file ((c.allOwningPackages().name.-&gt;sep('/')).concat(c.name.concat('.hpp')),false,'UTF-8')]
</code></pre>

<p>but I am getting this error on the concat:</p>

<pre><code> Cannot find operation (concat(String)) for the type (OclAny)
</code></pre>

<p>What is the right way of doing this?</p>
"
10838004,127320,2012-05-31 16:59:52,<java><eclipse><eclipse-emf-ecore><mdd><emf>,3,2,2,862,2,Model based UI generaton (runtime or build time),"<p>We have a EMF based meta-model that is used to configure our application. Until now we used the EMF editor (eclipse based) to create various configuration instances of our product. This has worked well so far but we now want to support the config creation from web UI. </p>

<p>What are the options I have for creating a rich UI from meta-models on Java platform? I know about Naked Objects, Roo etc but those generate end to end application with focus on persistence. I just need good looking UI that can populate the model.</p>

<p>Edit
One of the comments suggest a combination of Magritte + Glamour. But those are for smalltalk. Are there any equivalents in Java?</p>
"
9775717,998101,2012-03-19 18:24:42,<uml><enterprise-architect><mda><rational-rose>,2,0,2,7960,8,"Rational, EA, or something else?","<p>Does anyone have any thoughts on Rational Software Architect vs Sparx EA? Are there other tools I should be looking at? Specifically, I'm interested in the following;</p>

<ol>
<li>Adherance to some methodology (RUP, SOMF, etc.) -- we're not settled
on one now, but need to pick one that suits a SoA architecture.</li>
<li>Multi-modeling -- I need to model all the way from hardware (ideally
with cost/spec tracking across physical and cloud) to deployment,
classes/services, etc. </li>
<li>Roundtrip -- reverse our code/data and then generate stubs as we add new classes to the model. </li>
<li>NoSQL support </li>
<li>Focus on code -- we're less data-centric, we don't need to model
tables and entities that much.</li>
</ol>

<p>It seems both rational and EA will do most of this, rational obviously leads with RUP. Neither seems to do the hardware mapping/costing, though sybase powerbuilder does -- not sure if im missing something here?</p>

<p>Any advice on how to properly evaluate/choose one? Anything else I should look at?</p>
"
9571845,403455,2012-03-05 18:24:16,<eclipse-emf><eclipse-emf-ecore><metamodel><model-driven-development><mdsd>,2,0,0,373,2,Can I make an Ecore metamodel that enables models to reference Java classes?,"<p>Suppose I want to design an Ecore metamodel that looks something like this, designed to be used to ""run"" a list of classes:</p>

<pre><code>JavaClassRunnerList
   0..* JavaClass
</code></pre>

<p>And assume I have some Java project that has classes named <code>PrintsHello</code>, <code>PrintsSeparator</code>, and <code>PrintsWorld</code>.</p>

<p>I'd like to be able to then write models that look like this:</p>

<pre><code>JavaClassRunnerList
   PrintsHello.class
   PrintsSeparator.class
   PrintsWorld.class
   PrintsSeparator.class
   PrintsSeparator.class
</code></pre>

<p>I want my model to be able to include a Java project and to recognize its classes as choices for the model references (possibly co-located in the same project the model is in.) </p>

<p>Is this possible?</p>
"
9383880,318292,2012-02-21 19:29:50,<java><eclipse><osgi><eclipse-emf><mde>,2,0,0,697,0,Loading same plugin twice with different version in Eclipse,"<p>I have two different versions of an EMF plugin which loads a certain .xmi. The latter version has been changed so that the xmi from the previous version is incompatible. What I want to do is to load the xmi's with the first plugin and then programatically build a model using the newer plugin thus migrating older models. They are identical apart from some changes within an EMF model.</p>

<p>How do I load these plugins? Is it possible? Are there better strategies?</p>
"
8202231,1056442,2011-11-20 14:37:14,<jpa><enterprise-architect><mda>,4,1,0,3867,2,How can I transform Entity-Based diagram to a JPA java code,"<p>I have class diagram created with ""Sparx Enterprise Architect v8.0"" and i need to generate JPA-based classes with annotations that reflect relations to use it in the code. 
The problem is that i can convert it to EJB but not JPA which is required for my task.</p>
"
8124875,541106,2011-11-14 16:39:33,<eclipse><eclipse-emf><eclipse-emf-ecore><mda>,1,0,0,637,1,Action Language for Foundational UML (ALF),"<p>Is there any Eclipse implementation of the OMG Action Language for Foundational UML (ALF)?
thank you</p>
"
6321592,794676,2011-06-12 11:07:32,<java><java-ee><generator><mda>,2,0,0,628,1,Is there an open source complete Java EE MDA framework?,"<p>I'm looking for a Java EE MDA framework that generates a complete Java EE application.
I mean starting by modeling with some tool like magicdraw sybase PowerDesigner then it generates the java classes (hibernate or JPA if possible) and finally the presentation layer is generated based on the model.</p>

<p>ie:
Suppose my UML model has a class called Person (id, firstName, lastName), then the framework will generate the java source and the .class files. After that in the presentation layer I can let the CRUD operations be generated based on my model.</p>

<p>I have searched on the net but unfortunately [edit: could not find anything?] (except Spring ROO but it does not start from the UML model).</p>
"
4570358,220485,2010-12-31 13:25:43,<version-control><mda>,2,0,1,136,1,What has been done in the field of versioning models?,"<p>We had a rather nice lecture about Model driven architecture by a guy from Model Labs. 
One thing that got me intrigued was the version control for models ( not to be confused with different models of version control) - or the lack of thereof. By version control for models he meant a way to version XML, EMF files which preserves their semantic. </p>

<p>So, I'm interested in what has been done so far on that field (he mentioned something about SVN and Moodle, though I could have misheard him). The Google search yielded nothing so I'm turning to the wisdom of the Stack Overflow. </p>

<p>I'm looking mostly for information in the form of books, articles, links.</p>
"
4479883,532070,2010-12-18 20:00:38,<java><model><eclipse-emf><mda><metamodel>,2,5,1,3210,1,MDA : Model Driven Architecture,"<p>Need a idea for developing very simple application demonstrating concepts of MDA.</p>
"
4149579,403455,2010-11-10 22:05:12,<eclipse-emf><mda><mdsd>,2,0,1,3096,3,How can I create a reference to existing model objects?,"<p>I'm new to MDSD/EMF but am making great progress thanks to Eclipse's support.</p>

<p>I created a toy model as answered yesterday as awynne suggested, and I'm very close.  I'm only using EMF and its generated tree editor.</p>

<p>Here's a summary of my EMF meta-model:</p>

<pre><code>- EClass: Widget
  - name

- EClass: WidgetReference
  - aWidgetReference : Widget [0..1] Containment = false

- EClass: WidgetContainer
  - myWidgets : Widget [0..*] Containment = true

- EClass: ReferenceContainer
  - myReferences : WidgetReference [0..*] Containment = true

- EClass: TopLevelClass
  - myWidgetContainer    : [1] WidgetContainer    Containment = true
  - myReferenceContainer : [1] ReferenceContainer Containment = true
</code></pre>

<p>What's happening now is that in the generated tree editor for the model, I create everything starting from the TopLevelClass.  I can successfully create multiple widgets in the WidgetContainer, and I can create a single WidgetReference in the ReferenceContainer and associate it with a specific Widget.  </p>

<p>In case anyone runs into this, there is a bug in the generated EMF editor code:</p>

<p>When I try to add more than one WidgetReference to the ReferenceContainer, the tree editor only shows the first WidgetReference under the ReferenceContainer.  If I click on the WidgetReferences item in the tree, it does show multiple WidgetReferences in the properties view.  It just won't let me see them in the tree, and therefore won't let me select them to change their reference to associate it to an actual widget.  </p>

<p>The workaround to this is to create as many references as you need, save and close the model, and then re-open it.  Upon re-opening it, all of the references will be shown.</p>

<p>Thanks for any help/guidance.</p>

<p>Jeff</p>
"
4109062,426724,2010-11-05 18:48:09,<java><uml><playframework><model-driven-development>,6,0,0,1120,1,UML Modeling Tool For Use With Java+Playframework,"<p>I'm looking for a good modeling tool to use for designing java applications that use the playframework.  Considerations:</p>

<ol>
<li>Should be able to generate valid java code for skeleton of play app </li>
<li>Should be able to round trip java code and update model appropriately</li>
<li>Shouldn't be too cumbersome -- I don't want to be generating reams of complicated diagrams that serve no purpose.  My goal is to be able to quickly model the design for an app I have in my head, hit ""Generate"" and have stubbed out java code the members of my team and I can start filling in.</li>
<li>Cost is not a serious concern.</li>
<li>Eclipse integration is a major plus</li>
<li>Learning curve/availability of <em>good</em> resources to learn is an important consideration</li>
</ol>

<p>Does such a modeling tool exist?  Playing with Visual Paradigm now.  Am I going down a blind alley by even wanting to do this?  I know modeling etc. has kind of fallen out of favor with the focus on Agility and all, but it seems like this would be much quicker than a) trying to explain to everyone I work with how I envision the app working and b) manually writing tons of boilerplate code.</p>
"
5492455,541106,2011-03-30 21:10:13,<eclipse><model><mda><eclipse-emf><eclipse-emf-ecore>,2,0,2,966,2,"Ecore, genmodel and OCL","<p>I am defining the meta model of a domain specific modeling language by means of Ecore in EMF. I therefore generate an editor from the related genmodel I can use to create models conform to the meta-model. 
I would like to specify some OCL constraint on the values that some elements of the meta-model can assume. It would be very nice if I could specify these constraint in the Ecore model  and have the related checks automatically generated editor Java code. </p>

<p>Is there a standard way to do that? </p>
"
2652918,318477,2010-04-16 12:34:28,<android><mda><mdsd><metamodel>,6,1,1,826,2,Where is the Android Metamodel located?,"<p>I would like to use Android for Model-Driven-Software-Development.</p>

<p>For this, I need to locate the Android Model in the SDK. I already searched a while for it, but were not able to find it. Has anyone an idea where it could be?</p>

<p>Is it possible, that it is the AndroidManifest.xml-File in the folder android-sdk-\platforms\android-x\android.jar? After unpacking this file, I am not able to open that file correctly on Windows XP, because a lot of characters have the wrong character set. </p>

<p>Or is it also possible, that it is only located in the source code?</p>

<p>Thanks in advance,
Dominik</p>
"
